Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
690686e95030b2e4ff8cd87d,6748f8e31516667cc3eb71e8,APPROVED,Not Applicable,2025-11-01T22:17:19.607000Z,2025-11-01T22:38:45.605000Z,2025-11-04T02:44:54.023000Z,2025-11-01T22:38:45.965087Z,1286,CIFH4XG1,709,English,36,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
690969a40e89bb0c3b73810b,66a6bbb40b48d0e4f326767e,APPROVED,Not Applicable,2025-11-04T02:49:26.927000Z,2025-11-04T03:09:55.168000Z,2025-11-14T21:17:40.098000Z,2025-11-04T03:09:55.576017Z,1229,CIFH4XG1,3724,English,33,Male,White,United States,United States,United States,English,Yes,Full-Time
690969a5482635c595d6ea68,672d127c0844b35fabc0dae8,APPROVED,Not Applicable,2025-11-04T02:49:19.318000Z,2025-11-04T03:00:03.278000Z,2025-11-14T21:17:32.141000Z,2025-11-04T03:00:03.647123Z,644,CIFH4XG1,1898,English,25,Male,White,United States,United States,United States,English,Yes,Part-Time
690969a743768a0399595387,672bc3ce315f709fe35a3392,APPROVED,Not Applicable,2025-11-04T02:49:14.768000Z,2025-11-04T02:57:30.828000Z,2025-11-14T21:17:30.825000Z,2025-11-04T02:57:31.222130Z,497,CIFH4XG1,1731,English,52,Male,White,United States,United States,United States,English,No,Part-Time
690969a7f2838f7656334299,66ccdd9f6b12c6ea6fa01f42,APPROVED,Not Applicable,2025-11-04T02:49:15.480000Z,2025-11-04T03:14:18.052000Z,2025-11-14T21:17:12.699000Z,2025-11-04T03:14:18.463195Z,1503,CIFH4XG1,4705,English,33,Male,White,United States,United States,Germany,English,DATA_EXPIRED,Full-Time
690969a84c34ede18d606b87,55bd8669fdf99b5bfc7d4cfc,APPROVED,Not Applicable,2025-11-04T02:49:18.443000Z,2025-11-04T03:35:12.532000Z,2025-11-14T21:17:15.674000Z,2025-11-04T03:35:12.943064Z,2755,CIFH4XG1,10756,English,32,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
690969a8be20f0ea1cecf499,66cee9fa0061a677d1b1f385,APPROVED,Not Applicable,2025-11-04T02:49:53.533000Z,2025-11-04T03:04:00.091000Z,2025-11-14T21:18:02.643000Z,2025-11-04T03:04:00.506463Z,847,CIFH4XG1,1036,English,43,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
690969aa25ee2b538fe5d098,6781935f0fbff63cc8eb3595,APPROVED,Not Applicable,2025-11-04T02:50:53.586000Z,2025-11-04T03:24:34.691000Z,2025-11-14T21:18:02.893000Z,2025-11-04T03:24:35.099926Z,2022,CIFH4XG1,2366,English,45,Male,Other,United States,United States,United States,Spanish,No,Full-Time
690969ab25ee2b538fe5d09a,5b16e1a5457ace0001b40d46,APPROVED,Not Applicable,2025-11-04T02:49:18.820000Z,2025-11-04T03:13:40.298000Z,2025-11-14T21:17:14.094000Z,2025-11-04T03:13:40.697445Z,1462,CIFH4XG1,8694,"Indonesian, English",45,Female,Asian,Indonesia,United States,United States,Indonesian,DATA_EXPIRED,DATA_EXPIRED
690969ab440c102cdc3ee5ce,660dfb0b513cd3c8af03656e,APPROVED,Not Applicable,2025-11-04T02:49:21.003000Z,2025-11-04T02:57:10.732000Z,2025-11-14T21:17:17.175000Z,2025-11-04T02:57:11.157221Z,470,CIFH4XG1,3848,English,44,Female,White,United States,United States,United States,English,No,Full-Time
690969af1be661d6374924d6,644a53ac09de69785b70ec16,APPROVED,Not Applicable,2025-11-04T02:49:24.014000Z,2025-11-04T03:18:32.216000Z,2025-11-14T21:17:21.562000Z,2025-11-04T03:18:32.597098Z,1749,CIFH4XG1,2854,English,62,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
690969b04bb661aac274d24a,60fd6618f9a377f54dcdf318,APPROVED,Not Applicable,2025-11-04T02:49:23.324000Z,2025-11-04T03:14:35.380000Z,2025-11-14T21:17:20.384000Z,2025-11-04T03:14:35.769471Z,1513,CIFH4XG1,18208,English,39,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
690969b0ecffa09d3a4683e0,61647de75314468d5cb57f93,APPROVED,Not Applicable,2025-11-04T02:49:25.911000Z,2025-11-04T03:12:09.404000Z,2025-11-14T21:17:33.376000Z,2025-11-04T03:12:09.805637Z,1364,CIFH4XG1,3082,English,27,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
690969b1b1056ae5914a3883,5d849ee0a954540019f513dd,APPROVED,Not Applicable,2025-11-04T02:49:25.918000Z,2025-11-04T03:11:59.277000Z,2025-11-14T21:17:35.469000Z,2025-11-04T03:11:59.643376Z,1354,CIFH4XG1,8620,English,36,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
690969b1d8693e10a9e36ae6,5e916cb9e502b1498e8fc059,APPROVED,Not Applicable,2025-11-04T02:49:26.061000Z,2025-11-04T03:06:58.470000Z,2025-11-14T21:17:36.776000Z,2025-11-04T03:06:58.838736Z,1053,CIFH4XG1,5702,English,61,Male,White,United States,United States,United States,English,No,Full-Time
690969b225435be9f6dc873d,665b7b047373d8da553237a6,APPROVED,Not Applicable,2025-11-04T02:49:21.994000Z,2025-11-04T03:08:08.603000Z,2025-11-14T21:17:19.133000Z,2025-11-04T03:08:09.001885Z,1127,CIFH4XG1,5823,"English, Cantonese",25,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
690969b22bdce115d9c81b47,657e2b6843cb49c64a6cb939,APPROVED,Not Applicable,2025-11-04T02:49:27.782000Z,2025-11-04T03:01:31.242000Z,2025-11-14T21:18:03.140000Z,2025-11-04T03:01:31.687561Z,724,CIFH4XG1,2655,English,56,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
690969b2fdf5cb8b3f7d081a,650b03136ab3d4c832d98b71,APPROVED,Not Applicable,2025-11-04T02:53:02.527000Z,2025-11-04T03:19:00.760000Z,2025-11-14T21:18:03.423000Z,2025-11-04T03:19:01.175844Z,1559,CIFH4XG1,11213,English,31,Male,Other,Israel,United States,United States,Hebrew,No,Part-Time
690969b495987d288a841285,683cbc0c0c2d722831c8bc17,APPROVED,Not Applicable,2025-11-04T02:49:47.001000Z,2025-11-04T03:14:24.157000Z,2025-11-14T21:18:03.691000Z,2025-11-04T03:14:24.539313Z,1478,CIFH4XG1,464,English,49,Female,White,United States,United States,United States,English,No,Part-Time
690969b4a2e7e04ac08a7178,5f4d296913fe2f98d46f520c,APPROVED,Not Applicable,2025-11-04T02:49:27.505000Z,2025-11-04T02:57:37.225000Z,2025-11-14T21:18:03.908000Z,2025-11-04T02:57:37.617694Z,490,CIFH4XG1,572,English,24,Female,Black,United States,United States,United States,English,Yes,Full-Time
690969b589c5c1948db602f5,668ddcae66b7fcec2f492fd0,APPROVED,Not Applicable,2025-11-04T02:49:30.119000Z,2025-11-04T03:00:06.840000Z,2025-11-14T21:18:04.136000Z,2025-11-04T03:00:07.238341Z,637,CIFH4XG1,2469,English,50,Male,White,United States,United States,United States,English,No,Full-Time
690969b5f921b6532c4f99cd,6711938cdab75bc0f20337b5,APPROVED,Not Applicable,2025-11-04T02:50:32.639000Z,2025-11-04T03:15:18.177000Z,2025-11-14T21:18:04.364000Z,2025-11-04T03:15:18.558624Z,1486,CIFH4XG1,416,English,25,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
690969b61783462191961081,67cdf158555dc24e9c13714a,APPROVED,Not Applicable,2025-11-04T02:51:36.711000Z,2025-11-04T03:32:17.273000Z,2025-11-14T21:18:04.604000Z,2025-11-04T03:32:17.651950Z,2441,CIFH4XG1,3004,English,28,Male,White,United States,United States,United States,English,No,Full-Time
690969b6fd2625bf10352d3d,66c019586569ea36287bd523,APPROVED,Not Applicable,2025-11-04T02:49:29.806000Z,2025-11-04T03:00:55.622000Z,2025-11-14T21:18:04.835000Z,2025-11-04T03:00:56.031043Z,686,CIFH4XG1,582,English,41,Female,White,United States,United States,United States,English,No,Full-Time
690969b768b824f0fd539ba2,5ebb96b6cd673a0008ace9ce,APPROVED,Not Applicable,2025-11-04T02:49:27.980000Z,2025-11-04T03:12:15.975000Z,2025-11-14T21:18:05.048000Z,2025-11-04T03:12:16.366102Z,1368,CIFH4XG1,7400,English,28,Male,Asian,United States,United States,United States,Bengali,Yes,Other
690969b86d2f7cca0651c530,5d90298097a2130015f3fa3c,APPROVED,Not Applicable,2025-11-04T02:49:32.446000Z,2025-11-04T03:03:45.508000Z,2025-11-14T21:18:05.251000Z,2025-11-04T03:03:45.987915Z,854,CIFH4XG1,3222,English,34,Male,White,United States,United States,United States,English,No,Full-Time
690969b8a4204defcd5ae156,6744fb5c6a8a3d8e3f531da3,APPROVED,Not Applicable,2025-11-04T02:49:34.007000Z,2025-11-04T03:03:32.254000Z,2025-11-14T21:18:05.488000Z,2025-11-04T03:03:32.760117Z,839,CIFH4XG1,3375,English,43,Male,White,United States,United States,United States,English,Yes,Full-Time
69096a53cdea08bff3ae4810,62c63362e7342ad8be294866,APPROVED,Not Applicable,2025-11-04T02:52:09.094000Z,2025-11-04T03:26:49.328000Z,2025-11-14T21:18:05.815000Z,2025-11-04T03:26:49.771359Z,2081,CIFH4XG1,5144,English,45,Male,White,United States,United States,United States,English,No,Full-Time
69096b45ce6a65ee45e75c94,5de7d7a6603b1b73f3944f8e,APPROVED,Not Applicable,2025-11-04T02:56:10.927000Z,2025-11-04T03:32:48.603000Z,2025-11-14T21:18:06.152000Z,2025-11-04T03:32:49.004728Z,2198,CIFH4XG1,9128,English,39,Male,White,United States,United States,United States,English,No,Full-Time
69096ba97a0ba2540b6ead39,66ba9cd5343e159bdc8691ad,APPROVED,Not Applicable,2025-11-04T02:57:49.586000Z,2025-11-04T03:17:57.261000Z,2025-11-14T21:18:06.383000Z,2025-11-04T03:17:57.657439Z,1208,CIFH4XG1,814,English,23,Male,White,United States,United States,United States,English,No,Full-Time
69096cc5a45792f926d66c6f,653f2424042d03012eb92ef5,APPROVED,Not Applicable,2025-11-04T03:04:41.879000Z,2025-11-04T03:31:21.556000Z,2025-11-14T21:18:06.631000Z,2025-11-04T03:31:21.932091Z,1600,CIFH4XG1,4925,English,68,Female,White,United States,United States,United States,English,No,Full-Time
690971b4dbe61a4e247e71e4,664c4e829445321c23a8de52,APPROVED,Not Applicable,2025-11-04T03:23:38.687000Z,2025-11-04T03:51:21.587000Z,2025-11-14T21:18:06.861000Z,2025-11-04T03:51:22.178982Z,1663,CIFH4XG1,2499,English,46,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
69179cb4aca48018f3829702,67a8bfb2f846cd3ea9bcd898,APPROVED,Not Applicable,2025-11-14T21:18:51.642000Z,2025-11-14T21:39:39.931000Z,2025-11-16T14:23:23.882000Z,2025-11-14T21:39:40.314750Z,1249,CIFH4XG1,2525,English,29,Female,Black,United States,United States,United States,English,Yes,Full-Time
69179cb66a73e2c8a9de43f5,673e5a3412198a5e62837745,APPROVED,Not Applicable,2025-11-14T21:18:54.080000Z,2025-11-14T21:42:38.065000Z,2025-11-16T14:23:28.295000Z,2025-11-14T21:42:39.188783Z,1424,CIFH4XG1,1892,English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
69179cb858dd90d189733756,5d654282986878001c2a5db7,APPROVED,Not Applicable,2025-11-14T21:18:51.748000Z,2025-11-14T21:51:57.324000Z,2025-11-16T14:23:26.196000Z,2025-11-14T21:51:57.719779Z,1986,CIFH4XG1,8160,"English, Hebrew",43,Female,White,United States,United States,United States,English,No,Full-Time
6917b124b18706a254042279,67fd8520a5dcf6eaa319fc52,APPROVED,Not Applicable,2025-11-14T22:46:01.128000Z,2025-11-14T22:57:58.810000Z,2025-11-16T14:23:30.500000Z,2025-11-14T22:57:59.242917Z,718,CIFH4XG1,1038,English,67,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6917b126ffbf114aa4aedbaa,5d58b018a0c0940001a47057,APPROVED,Not Applicable,2025-11-14T22:46:10.626000Z,2025-11-14T23:02:25.265000Z,2025-11-16T14:23:32.645000Z,2025-11-14T23:02:25.929291Z,975,CIFH4XG1,3293,English,51,Female,White,United States,United States,United States,English,No,Part-Time
690680329f80dcca0b5ee681,6681cd8b12dcb4b45a155c03,RETURNED,Not Applicable,2025-11-01T21:54:17.528000Z,,,,,,2006,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690681142fb096488647dd03,661b3299bf19db77d7412b86,RETURNED,Not Applicable,2025-11-01T21:52:29.800000Z,,,,,,2928,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690681956e55c4eb6cc78201,60c80c19de11452191e78dd5,RETURNED,Not Applicable,2025-11-01T21:54:34.344000Z,,,,,,3605,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69068606fec9c48f7a658cd9,6657d33671415fecf81ce741,RETURNED,Not Applicable,2025-11-01T22:13:31.666000Z,,,,,,1793,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69068db00eec7dbc6746f0a8,63624e53b014a5fc8b293253,RETURNED,Not Applicable,2025-11-01T22:53:52.950000Z,2025-11-01T23:27:33.326000Z,,2025-11-01T23:27:33.912000Z,,CIFH4XG1,6203,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690968b4bcc404f23915913e,5ed9c3054268815691ed0e2c,RETURNED,Not Applicable,2025-11-04T02:56:00.009000Z,,,,,,4545,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690969aaf085ee5e66f42079,5596a991fdf99b2d1e834690,RETURNED,Not Applicable,2025-11-04T02:49:14.093000Z,,,,,,7287,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690969b0f36d321e99cf7efa,56e6a66af6ed900006a5867c,RETURNED,Not Applicable,2025-11-04T02:49:20.745000Z,,,,,,13235,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690969b3f68447d456d2975b,67362689d04633e3c7663142,RETURNED,Not Applicable,2025-11-04T03:00:00.046000Z,,,,,,1876,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
690969b86c0ebb8c581ac018,5e0bd25e67f1703eafedd160,RETURNED,Not Applicable,2025-11-04T02:49:46.654000Z,,,,,,2328,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69096c1776459768920453e0,5a8cba1a8fe2dc00010643f0,RETURNED,Not Applicable,2025-11-04T03:00:09.089000Z,,,,,,1552,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69096c37dc98e3ef258543e2,5f48655c66186320c2077614,RETURNED,Not Applicable,2025-11-04T03:00:14.176000Z,,,,,,3857,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69179cb5b6c51ed9f50063e0,610e0a1e95c323743ff02dcb,TIMED-OUT,Not Applicable,2025-11-14T21:18:48.991000Z,,,,4249449,,7619,English,40,Male,Black,United States,United States,United States,English,No,Full-Time
69179cbbe00bc171dd078d72,676276312d87ec9601be7d5c,TIMED-OUT,Not Applicable,2025-11-14T21:18:58.052000Z,,,,4249440,,939,English,50,Female,White,United States,United States,United States,English,Yes,Full-Time
